objectid,filename,title,creator,date,description,subject,location,latitude,longitude,format original,format,type,identifier,language,source,rights,rightsstatement
nimitz48,https://tyvictoria.github.io/Nimitz-Images/nimitz48.jpg,Chester W. Nimitz Walks Out of Bunker on Midway Island,,1942-06,Photograph of Admiral Chester W. Nimitz emerging from an underground bunker on Midway Island.,"United States. Navy; Nimitz, Chester W.; Bunkers",United States - Hawaii - Midway Island,28.2075,-177.35,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-i,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz50,https://tyvictoria.github.io/Nimitz-Images/nimitz50.jpg,Nimitz Children on Board the U.S.S. Rigel,,1931,"Photograph of the Nimitz children, Anna Nimitz (Nancy), Chester W. Nimitz Jr. (Chet), Catherine Nimitz (Kate), and Mary Nimitz, on board the U.S.S. Rigel. ","Nimitz, Chester Jr.; Nimitz, Chet; Nimitz, Mary; Nimitz, Anna; Nimitz, Nancy; Nimiz, Catherine; Nimitz, Kate; U.S.S. Rigel; Children; Babies; Ships",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-m,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz51,https://tyvictoria.github.io/Nimitz-Images/nimitz51.jpg,Admiral Chester W. Nimitz Wearing Hawaiian Lei,,1945,Photograph of Admiral Chester W. Nimitz in his white Naval uniform and a Hawaiian lei.,"United States. Navy; Nimitz, Chester W.; Leis",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-pp,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz52,https://tyvictoria.github.io/Nimitz-Images/nimitz52.jpg,"Chester W. Nimitz, Forrest P. Sherman, and Charles H. Mcmorris Stand Near Binoculars",,1945,"Photograph of Fleet Admiral Chester W. Nimitz, Forrest P. Sherman, and Charles H. McMorris standing behind binoculars mounted on a tripod.","United States. Navy; Nimitz, Chester W.; Sherman, Forrest P.;Mcmorris, Charles H.; WW2",Guam,13.44,144.6525,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-q,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz53,https://tyvictoria.github.io/Nimitz-Images/nimitz53.jpg,Portrait of Catherine Freeman as Young Girl,,1900,Portrait of a young Catherine Freeman.,"Nimitz, Catherine Freeman; Children; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-r,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz54,https://tyvictoria.github.io/Nimitz-Images/nimitz54.jpg,Chester W. Nimitz and Sergio Osmena,Official U.S. Navy Photograph,1945,"Photograph of Admiral Chester W. Nimitz with President of the Philippines Sergio Osmena, in Guam.","United States. Navy; Nimitz, Chester W.; Osmena, Sergio; Presdients; Philippines; WW2",Guam,13.5,144.8,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-u,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz55,https://tyvictoria.github.io/Nimitz-Images/nimitz55.jpg,Admiral Chester W. Nimitz Sits with CINCPAC Staff on Porch,,1944,Photograph of Admiral Chester W. Nimitz sitting with CINCPAC staff on porch in Guam.,"United States. Navy; Nimitz, Chester W.; CINCPAC; Pacific Fleet; WW2",Guam,13.44,144.6525,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-v,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz56,https://tyvictoria.github.io/Nimitz-Images/nimitz56.jpg,"Group Portrait of Catherine Nimitz, Anna Nimitz, and Chester W. Nimitz",,1929,"Group portrait of Catherine Nimitz, Anna Nimitz (Nancy), and Chester W. Nimitz.","Nimitz, Catherine Freeman; Nimitz, Chester W.; Nimitz, Anna; Nimitz, Nancy",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-w,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz58,https://tyvictoria.github.io/Nimitz-Images/nimitz58.jpg,"Portrait of Chester W. Nimitz in Midshipman Uniform, #2",,1902-10,"Portrait of Chester W. Nimitz in Naval uniform. His signature appears below the photographic print. Handwritten in red ink beneath his signature is: ""Midshipman 4th class - Fall 1901"". ","United States. Navy; Nimitz, Chester W.; Midshipman;",United States - Connecticut - Fairfield County - New Canaan,41.1468,-73.4949,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-z,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz59,https://tyvictoria.github.io/Nimitz-Images/nimitz59.jpg,Fleet Admiral Chester W. Nimitz Speaking at Welcome Home Parade,,1945-10-09,Photograph of Fleet Admiral Chester W. Nimitz in Navy uniform giving a speech behind a decorated podium during a welcome parade.,"United States. Navy; Nimitz, Chester W.; Speeches; Parades",United States - New York - New York City,40.712778,-74.006111,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-a,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz60,https://tyvictoria.github.io/Nimitz-Images/nimitz60.jpg,"Naval Academy Classmates Chester W. Nimitz, George Stewart, and Royal E. Ingersoll",,1902,"Photograph of Chester W. Nimitz, George Stewart, and Royal E. Ingersoll on deck of USS Massachusetts in white sailor uniforms. Beside each of the men is their signature. ","United States. Navy; Nimitz, Chester W.; Stewart, George; Ingersoll, Royal E.; U.S.S. Massachusetts; Ships",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-v,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz61,https://tyvictoria.github.io/Nimitz-Images/nimitz61.jpg,Chester W. Nimitz and Dora Nimitz,,1913,Photograph of Dora Nimitz and Chester W. Nimitz standing side by side on a patch of grass in an unknown location.,"Nimitz, Chester W.; Nimitz, Dora",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-173-175,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz62,https://tyvictoria.github.io/Nimitz-Images/nimitz62.jpg,U.S.S. Nimitz,,1972,"Photograph of a ship that appears to be the U.S.S. Nimitz at dock adorned with red, white and blue decorations.",United States. Navy; U.S.S. Nimitz; Ships; Flags,United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-188-190,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz63,https://tyvictoria.github.io/Nimitz-Images/nimitz63.jpg,Chester W. Nimitz Reads to Daughter Catherine,,1914,Photograph of Lieutenant Chester W. Nimitz reading a book to his daughter Catherine Nimitz (Kate).,"Nimitz, Chester W.; Nimitz, Catherine; Nimitz, Kate; Babies",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-203-205,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz64,https://tyvictoria.github.io/Nimitz-Images/nimitz64.jpg,Chester W. Nimitz Fishing,,1913-04,"Photograph of Chester W. Nimitz fishing on the bank of the Guadalupe River, probably somewhere in Texas.","Nimitz, Chester W.; Fishing; Guadalupe River",United States - Texas,31,-99,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-221-223,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz65,https://tyvictoria.github.io/Nimitz-Images/nimitz65.jpg,Chester W. Nimitz on Board the Kaiserin Auguste Victoria,,1919-04,Photograph of Chester W. Nimitz and Mr. Geisenfeld on board the ship Kaiserin Auguste Victoria.,"Nimitz, Chester W.; Kaiserin Auguste Victoria; Ships",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-272-274,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz66,https://tyvictoria.github.io/Nimitz-Images/nimitz66.jpg,Mast of the U.S.S. Augusta,,1933-10,"Photograph of the tripod mast of U.S.S. Augusta. Handwritten on front: ""U.S.S. Augusta - October 1933 - 'Full Moonlight.' Best wishes for a Merry Christmas and a Happy New Year to my Sweetheart - from C.W.N."".",U.S.S. Augusta; Ships; United States. Navy,United States,,,Black and White Photograph,image/jpeg,Image;StillImage,"2017.092.008c-p",eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz68,https://tyvictoria.github.io/Nimitz-Images/nimitz68.jpg,"Admiral Chester W. Nimitz Stands at Microphone, #1",Official U.S. Navy Photograph,1945,Photograph of Admiral Chester W. Nimitz standing at a microphone.,"United States. Navy; Nimitz, Chester W.; Speeches",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-s,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz69,https://tyvictoria.github.io/Nimitz-Images/nimitz69.jpg,Color Portrait of Fleet Admiral Chester W. Nimitz,,1965,"Color portrait of Fleet Admiral Chester W. Nimitz giving a speech at Treasure Island, probably California.","United States. Navy; Nimitz, Chester W.; Speeches; Portraits",United States - California - San Francisco County - Treasure Island,37.825,-122.371,Color Photograph,image/jpeg,Image;StillImage,2005.661.258a-m,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz70,https://tyvictoria.github.io/Nimitz-Images/nimitz70.jpg,Admiral Chester W. Nimitz Stands with Arms Crossed,Official U.S. Navy Photograph,1942,"Photograph of Admiral Chester W. Nimitz standing with his arms crossed, only shown from the chest up.","United States. Navy; Nimitz, Chester W.; WW2",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-mm,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz71,https://tyvictoria.github.io/Nimitz-Images/nimitz71.jpg,Chester W. Nimitz and Daughters,,1965,"Color photograph of Chester W. Nimitz seated with dog, Gigi, daughter Nancy Nimitz, two unidentified women, and daughter Mary Nimitz (Sister Aquinas). ","Nimitz, Chester W.; Dogs; Gigi; Nimitz, Mary; Sister Aquinas; Nimitz, Anna; Nimitz, Nancy;",United States,,,Color Photograph,image/jpeg,Image;StillImage,2017.092.008b-197-199,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz72,https://tyvictoria.github.io/Nimitz-Images/nimitz72.jpg,Fleet Admiral Chester W. Nimitz with Grace Adams,,1945-12,Photograph of Fleet Admiral Chester W. Nimitz sitting on a couch with Grace Adams. ,"United States. Navy; Nimitz, Chester W.; Adams, Grace; Adams, Ray;",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-bb,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz73,https://tyvictoria.github.io/Nimitz-Images/nimitz73.jpg,Chester W. Nimitz and Group with Leis,,1921,"Photograph of Chester W. Nimitz, Catherine Nimitz posing with unidentified adults and children in leis. One of the children appears to be a young Catherine (Kate) Nimitz.","Nimitz, Chester W.; Nimitz, Catherine Freeman; Leis; Children; Catherine Nimitz; Kate Nimitz",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-152,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz74,https://tyvictoria.github.io/Nimitz-Images/nimitz74.jpg,Mary Nimitz and Caretaker,,1933,Photograph of a young Mary Nimitz and her Amah (caretaker) standing on a lawn in front of an unknown building in China. ,"Nimitz, Mary; Caretakers; Children",China,35,103,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259kk,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz75,https://tyvictoria.github.io/Nimitz-Images/nimitz75.jpg,Jeb Stewart and Chester W. Nimitz,,1930,"Photograph of Jeb Stewart and Chester W. Nimitz stand outside a car in San Diego, California.","Nimitz, Chester W.; Stewart, Jeb; Automobiles",United States - California - San Diego County - San Diego,32.715,-117.1625,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259l,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz76,https://tyvictoria.github.io/Nimitz-Images/nimitz76.jpg,Catherine Freeman Nimitz Holds Mary Nimitz,,1931,"Photograph of Catherine Freeman Nimitz holding baby Mary Nimitz, probably aboard the U.S.S. Rigel.","Nimitz, Catherine Freeman; Nimitz, Mary; Ships; U.S.S. Rigel; Babies",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259o,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz77,https://tyvictoria.github.io/Nimitz-Images/nimitz77.jpg,Fleet Admiral Chester W. Nimitz with Battha Sisters,,1953-06-15,"Photograph of Magda Battha, Marta Battha, Fleet Admiral Chester W. Nimitz, Margit Battha, and Maria Battha on occasion of the Battha sisters becoming U.S. citizens. According to records released by the U.S. House of Representatives, the sisters were granted citizenship in October 1951.","Nimitz, Chester W.; Battha, Magda; Battha, Marta; Battha, Margit; Battha, Maria",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259v,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz78,https://tyvictoria.github.io/Nimitz-Images/nimitz78.jpg,Chester W. Nimitz and Catherine Freeman Nimitz with Children,,1918,"Photograph of Chester W. Nimitz and Catherine Freeman Nimitz with two kids, Catherine (Kate) Nimitz and Chester (Chet) Nimitz, Jr. standing on a wooded pathway.","Nimitz, Chester W.; Nimitz, Catherine Freeman; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chet; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-125,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz79,https://tyvictoria.github.io/Nimitz-Images/nimitz79.jpg,Commander Chester W. Nimitz Sits with His Children,,1918,"Photograph of Navy Commander Chester W. Nimitz, dressed in uniform, sitting with Chester Nimitz Jr. (Chet) and Catherine Nimitz (Kate) on a grassy hill. Estimated to have been taken in 1918 by the appearance of Chester W. Nimitz children and his Commander uniform.","Nimitz, Chester W.; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chet; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-132,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz80,https://tyvictoria.github.io/Nimitz-Images/nimitz80.jpg,Chester W. Nimitz Sits Outside With Kate Nimitz,,1929,Photograph of Chester W. Nimitz and Catherine Nimitz (Kate) sitting on a grassy hillside. Estimated to have been taken around 1929.,"Nimitz, Chester W.; Nimitz, Catherine; Nimitz, Kate; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-135,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz81,https://tyvictoria.github.io/Nimitz-Images/nimitz81.jpg,Chester W. Nimitz with Anna Nimitz and Dog,,1929,"Photograph of Chester W. Nimitz, Anna Nimitz (Nancy) and dog, Polly, sitting on top of a large rock. Estimated to have been taken in 1929 during the Nimitz Family Trip.","Nimitz, Chester W.; Nimitz, Anna; Nimitz, Nancy; Dogs; Polly",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz82,https://tyvictoria.github.io/Nimitz-Images/nimitz82.jpg,Admiral Chester W. Nimitz with Arms Crossed in Navy Uniform,,1942-07-18,"Photograph of Admiral Chester W, Nimitz standing with his arms crossed and tight-lipped look.","United States. Navy; Nimitz, Chester W.;",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-h,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz83,https://tyvictoria.github.io/Nimitz-Images/nimitz83.jpg,Admiral Chester W. Nimitz Sits in Armchair,,1942,Photograph of Admiral Chester W. Nimitz as he sits in a dark colored armchair with his hands clasped in his lap. Chester W. Nimitz uniform indicates the photograph was taken after his promotion to Admiral in 1941.,"United States. Navy; Nimitz, Chester W.",United States - California - Alameda County - Berkeley,37.871667,-122.272778,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-hh,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz84,https://tyvictoria.github.io/Nimitz-Images/nimitz84.jpg,Admiral Chester W. Nimitz Sits on Destroyer,,1942,Photograph of Admiral Chester W. Nimitz sitting on destroyer. Taken sometime after Nimitz promotion to Admiral in 1941.,"United States. Navy; Nimitz, Chester W.; Ships; Destroyers",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-j,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz85,https://tyvictoria.github.io/Nimitz-Images/nimitz85.jpg,"Chester W. Nimitz, Catherine Nimitz and Their Children",,1933,"Photograph of Chester W. Nimitz, Catherine Nimitz and their children, Chester Nimitz Jr. (Chet), Anna Nimitz (Nancy), Catherine Nimitz (Kate) and Mary Nimitz (Sister Aquinas). ","Nimitz, Chester W.; Nimitz, Catherine Freeman; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chet; Nimitz, Anna; Nimitz, Nancy; Nimitz, Mary; Sister Aquinas; Children; Dogs",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-l,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz86,https://tyvictoria.github.io/Nimitz-Images/nimitz86.jpg,Portrait of Fleet Admiral Chester W. Nimitz's Side Profile,,1945,Portrait of Admiral Chester W. Nimitz's side profile.The five-star pin on his collar dates this image after Chester W. Nimitz promotion to Fleet Admiral in December 1944.,"United States. Navy; Nimitz, Chester W.; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-o,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz87,https://tyvictoria.github.io/Nimitz-Images/nimitz87.jpg,Chester W. Nimitz and Guests at Corpus Christi Naval Air Station,,1946-06-18,"Photograph of Chester W. Nimitz sitting at a dinner table with unidentified guests at an event held at the Corpus Christi Naval Air Station. A celebration was held at the Naval base on June 18th, 1946 fro ""Nimitz Day"" and was most likely the day this photo was taken.","United States. Navy; Nimitz, Chester W.; Celebrations; Naval Bases; Corpus Christi Naval Air Station ",United States - Texas - Nueces County - Corpus Christi,27.742778,-97.401944,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-qq,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz88,https://tyvictoria.github.io/Nimitz-Images/nimitz88.jpg,"Lady Keyes, Chester W. Nimitz, Robert Keyes, and Robert L. Ghormley",,1942,"Photograph of Lady Keyes, Admiral Chester W. Nimitz, Royal Navy Admiral of the Fleet Robert Keyes, and Vice Admiral Robert L. Ghormley.","United States. Navy; Nimitz, Chester W.; Keyes, Eva; Keyes, Robert; Ghormley, Robert L.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-ss,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz89,https://tyvictoria.github.io/Nimitz-Images/nimitz89.jpg,Fleet Admiral Chester W. Nimitz at a Podium During Welcome Home Parade,,1945-10-09,"Photograph of Fleet Admiral Chester W. Nimitz walking up to podium at Welcome Home Parade, New York, New York. ","United States. Navy; Nimitz, Chester W.; Parades; Celebrations; Speeches",United States - New York - New York City,40.712778,-74.006111,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-i,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz90,https://tyvictoria.github.io/Nimitz-Images/nimitz90.jpg,Chester W. Nimitz and Doyle,,1933,"Photograph of Chester W. Nimitz with Doyle and two unidentified people. Taken between 1927/1938, most likely on the U.S.S. Augusta.","United States. Navy; Nimitz, Chester W.; Doyle, Robert; Ships; U.S.S. Augusta",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017_092_008c_b,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz91,https://tyvictoria.github.io/Nimitz-Images/nimitz91.jpg,Admiral Frank B. Upham and Captain Chester W. Nimitz,,1933,Photograph of Admiral Upham and Chester W. Nimitz on board the U.S.S. Augusta. Estimated to have been taken in 1933 due to being taken on the U.S.S. Augusta.,"United States. Navy; Nimitz, Chester W.; Upham, Frank B.; Ships; U.S.S. Augusta",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017_092_008c_e,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz92,https://tyvictoria.github.io/Nimitz-Images/nimitz92.jpg,Chester W. Nimitz and Naval Officers on the U.S.S. Augusta,,1933,"Photograph of Admiral Frank B. Upham, Captain Chester W. Nimitz, Executive Officer Francis E. M. Whiting and several other unidentified Naval officers on the deck of the U.S.S. Augusta. Handwritten labels above three men on front: 'Adm. Upham CINC Asiatic/C.W. Nimitz C.O./F.E.M. Whiting Exec'. Estimated to have been taken in 1933 due to being taken on the U.S.S. Augusta.","United States. Navy; Nimitz, Chester W.; Upham, Frank B.; Whiting, Francis E. M.; Ships; U.S.S. Augusta",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017_092_008c_g,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz93,https://tyvictoria.github.io/Nimitz-Images/nimitz93.jpg,Portrait of Captain Chester W. Nimitz,,1933,Photograph of Captain Chester W. Nimtz from the waist up on board the U.S.S. Augusta. Estimated to have been taken in 1933 due to being taken on the U.S.S. Augusta.,"United States. Navy; Nimitz, Chester W.; Ships; U.S.S. Augusta",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017_092_008c_h,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz94,https://tyvictoria.github.io/Nimitz-Images/nimitz94.jpg,Nimitz Family with Unidentified Couple,,1921,"Photograph of two unidentified people stand with Chester W. Nimitz, Catherine Nimitz, Catherine Nimitz (Kate), Chester Nimitz Jr. (Chet), and Anna Elizabeth Nimitz (Nancy). ","Nimitz, Chester W.; Nimitz, Catherine Freeman; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chet; Nimitz, Anna; Nimitz, Nancy; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-166,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz95,https://tyvictoria.github.io/Nimitz-Images/nimitz95.jpg,Chester W. Nimitz Enters Doorway,,1960,Color Photograph of Chester W. Nimitz entering through a blue French door to a fenced in patio area. Taken at Pop Ernest's restaurant likely around 1960.,"Nimitz, Chester W.",United States - California - Monterey County - Monterey,36.603056,-121.893611,Color Photograph,image/jpeg,Image;StillImage,2017.092.008b-179-181,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz96,https://tyvictoria.github.io/Nimitz-Images/nimitz96.jpg,Outside the Nimitz Hotel,,1917,"Photograph of several unidentified people standing outside the entrance to the Nimitz Hotel in Fredericksburg, Texas.",Nimitz Hotel,United States - Texas - Gillespie County - Fredericksburg,30.274167,-98.871944,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-200-202,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz97,https://tyvictoria.github.io/Nimitz-Images/nimitz97.jpg,Chester W. Nimitz and Children Cleaning Fish,,1929,Photograph of Chester W. Nimitz and children cleaning fish. Estimated to have been taken in 1929 during the Nimitz Family Trip.,"Nimitz, Chester W.; Nimitz, Chester, Jr.; Children; Fishing",United States - California - Lake County - Clearlake,38.958333,-122.626389,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-206-208,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz99,https://tyvictoria.github.io/Nimitz-Images/nimitz99.jpg,Chester W. Nimitz and Mary Nimitz,,1933,Photograph of Chester W. Nimitz and daughter Mary Nimitz in front of a body of water containing U.S. Destroyers and French Flagships. Appears to have been taken in the early 1930's.,"Nimitz, Chester W.; Nimitz, Mary; Ships; Destroyers; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-224-226,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz100,https://tyvictoria.github.io/Nimitz-Images/nimitz100.jpg,Chester W. Nimitz Sits on Steps,,1930,Photograph of Chester W. Nimitz sits at the top of some wooden steps in an open doorway. Estimate dto have been taken around 1930.,"Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-239-241,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz101,https://tyvictoria.github.io/Nimitz-Images/nimitz101.jpg,Men Holding Deer Tied to Pole,,1908,Photograph of five unidentified men holding four deer tied upside down to a pole with U.S.S. Decatur docked in the background. Photograph was most likely taken when Chester W. Nimitz was aboard the U.S.S. Decatur in the Philippines in 1908.,Ships; U.S.S. Decantur; Deer; Docks,Philippines - Central Luzon Region - Zambales Province - Olongapo,14.83,120.28,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-242-244,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz102,https://tyvictoria.github.io/Nimitz-Images/nimitz102.jpg,Portrait of a Young Chester W. Nimitz,,1896,Photograph of a young Chester W. Nimitz from about the mid-torso up. Chester W. Nimitz appears to be between the ages of 10-12 meaning the photograph was taken between 1895/1897.,"Nimitz, Chester W.; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259d,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
